subject_id,sex,height_cm,weight_kg,body_fat_pct,bench_press_kg,squat_kg,deadlift_kg,resting_hr,vo2max,mile_time_sec
1131,M,172.4,71.1,19.2,82.2,94.4,111.2,66,46.8,490
1132,F,152.8,50.5,31.5,32.4,63.0,72.0,63,40.1,464
1133,F,159.0,55.7,24.2,33.4,48.6,73.1,60,42.4,436
1134,M,169.9,76.8,14.7,110.8,149.5,170.4,69,44.3,517
1135,M,179.4,80.7,12.5,84.9,112.6,131.8,53,56.8,431
1136,F,166.5,73.5,25.0,76.5,104.6,129.0,67,34.0,477
1137,M,173.7,71.1,20.9,99.2,115.1,141.1,68,43.1,537
1138,M,175.8,81.7,23.1,88.2,119.0,125.4,88,26.5,581
1139,M,188.5,100.0,22.3,98.6,127.2,153.5,68,46.2,502
1140,M,179.4,87.6,13.5,101.2,121.8,135.1,63,58.7,430
1141,F,160.6,58.1,21.2,85.9,111.5,134.3,59,48.6,431
1142,F,159.8,48.3,32.1,0.2,16.6,29.0,62,37.6,491
1143,M,182.3,83.8,16.5,60.1,68.6,93.8,54,64.0,383
1144,M,188.7,93.4,16.3,86.4,107.2,130.3,71,45.0,465
1145,M,173.4,77.8,13.4,86.6,121.8,139.3,66,53.6,453
1146,F,159.5,56.3,28.8,50.0,88.6,94.9,73,34.5,466
1147,F,154.4,47.6,27.1,44.6,77.1,100.0,68,39.8,525
1148,M,178.6,87.0,19.8,88.9,104.1,118.7,75,46.4,533
1149,F,158.0,48.0,34.3,53.7,87.7,104.1,78,17.8,580
1150,M,174.3,83.4,9.0,115.0,145.1,168.2,64,60.0,409
1151,F,159.3,51.0,28.1,43.5,63.6,76.9,75,30.4,486
1152,M,184.3,95.9,14.2,115.7,144.9,191.9,67,42.2,477
1153,M,175.1,79.3,22.5,102.8,123.4,139.2,77,39.8,533
1154,M,180.7,85.4,18.1,80.6,115.0,122.2,65,44.3,490
1155,F,154.5,52.9,22.8,59.7,80.8,107.5,62,46.2,449
1156,M,176.3,83.3,8.8,101.9,120.0,148.4,50,68.7,373
1157,M,170.8,72.3,20.3,85.3,112.8,136.6,79,31.0,533
1158,F,157.8,60.1,27.3,78.8,100.7,122.3,72,34.1,482
1159,F,172.5,74.8,37.1,-0.7,17.3,24.7,75,29.9,521
1160,M,185.4,86.9,19.7,76.8,93.6,105.1,66,59.6,439
1161,M,178.5,83.1,17.0,72.4,78.2,103.5,68,54.1,471
1162,F,175.1,84.0,31.8,42.6,84.8,83.5,78,26.9,518
1163,M,172.9,79.5,15.7,79.8,122.2,132.2,63,45.0,462
1164,M,184.3,90.0,24.6,67.5,89.1,102.6,69,44.3,470
1165,M,171.8,70.4,12.8,73.5,82.7,103.0,51,60.2,408
1166,M,175.5,75.2,15.2,76.0,104.2,122.3,63,50.5,425
1167,F,152.8,51.8,20.2,87.8,126.4,147.1,59,38.1,440
1168,F,163.2,70.7,32.3,82.3,113.2,139.8,79,16.5,612
1169,M,179.4,86.4,17.4,77.0,104.2,144.7,62,50.3,465
1170,F,160.9,63.7,25.8,40.6,56.9,74.9,54,50.6,386
1171,F,165.7,60.8,26.6,33.1,47.9,53.3,61,48.9,445
1172,F,162.7,51.2,38.7,8.5,24.8,16.7,81,22.7,593
1173,M,179.4,83.2,16.8,91.9,120.4,142.5,74,38.1,484
1174,M,182.5,85.3,19.4,73.9,101.9,125.5,79,41.7,495
1175,F,153.3,46.4,23.6,32.0,58.5,69.4,53,49.1,419
1176,F,160.5,50.4,30.9,4.3,31.4,32.2,64,29.8,485
1177,M,179.4,80.2,23.3,91.3,100.0,118.2,74,44.2,506
1178,M,181.8,89.6,14.2,100.1,137.9,150.4,69,47.0,465
1179,M,182.8,99.0,26.1,112.5,132.3,155.6,89,23.3,585
1180,M,179.1,86.9,18.8,106.7,131.7,157.7,74,39.5,533
1181,M,177.9,79.6,17.5,68.0,98.5,104.1,70,50.9,476
1182,M,175.7,80.9,9.0,103.9,143.3,175.3,62,56.5,440
1183,M,179.7,83.8,24.5,82.9,106.1,123.3,81,27.1,570
1184,F,160.4,57.8,26.9,51.1,86.1,96.8,73,29.9,518
1185,F,160.3,59.4,25.7,46.7,68.7,92.7,62,41.4,433
1186,M,182.1,76.0,24.4,61.9,84.1,105.2,73,35.0,535
1187,M,179.7,87.8,13.7,88.7,111.5,139.7,67,46.8,472
1188,M,172.8,77.4,9.5,97.9,117.1,152.0,70,45.8,464
1189,M,173.4,79.5,14.2,111.2,135.3,159.4,58,67.5,418
1190,F,163.1,59.9,28.8,31.7,59.4,76.8,60,33.9,525
1191,M,165.4,63.2,13.4,125.2,147.1,171.7,68,50.6,451
1192,F,156.3,56.2,21.7,58.7,90.3,109.6,66,47.1,463
1193,M,171.1,71.6,23.2,84.6,102.1,132.4,72,31.6,520
1194,F,168.4,71.6,24.8,66.9,103.2,122.0,73,36.2,477
1195,F,162.3,55.0,23.1,83.6,107.4,146.6,68,33.8,499
1196,F,160.6,56.0,26.4,86.2,112.2,143.5,68,33.1,499
1197,F,165.0,58.3,24.8,23.3,35.6,35.3,64,37.1,477
1198,M,175.7,76.9,13.8,84.3,94.8,110.1,60,57.2,436
1199,M,175.6,83.1,16.4,126.7,151.4,173.9,76,44.8,498
1200,M,180.2,84.5,22.5,73.6,102.8,120.9,73,45.7,479
1201,F,157.2,50.7,24.4,14.1,26.6,41.5,55,49.6,442
1202,F,156.4,53.4,31.1,30.7,80.2,66.3,73,27.9,543
1203,M,174.9,74.8,14.6,105.8,119.1,146.2,74,52.6,448
1204,F,156.7,56.2,25.1,47.1,79.4,83.4,74,29.8,526
1205,M,180.2,83.2,20.9,87.3,110.6,126.1,62,48.2,474
1206,M,177.8,85.0,21.3,66.9,104.0,125.3,83,33.3,573
1207,F,157.4,47.8,24.1,13.8,46.4,55.4,46,46.6,409
1208,M,183.1,81.9,19.3,80.4,99.5,124.1,74,35.9,499
1209,M,181.8,95.2,9.3,142.9,182.9,216.6,59,55.5,435
1210,F,167.3,70.1,26.5,54.9,77.9,108.1,73,32.3,514
1211,M,180.2,89.0,20.0,120.2,147.9,181.7,73,40.8,513
1212,M,179.5,94.2,5.5,93.8,112.1,134.3,61,61.5,412
1213,M,188.2,99.3,12.2,100.9,120.3,146.6,65,54.3,477
1214,M,177.2,82.3,14.7,71.9,103.2,123.6,65,51.6,443
1215,F,155.9,46.1,30.2,-18.4,0.7,-5.5,62,38.6,477
1216,F,151.4,44.0,34.3,11.6,23.6,43.9,73,29.2,481
1217,M,187.4,93.6,14.6,67.9,80.9,111.7,68,44.2,452
1218,F,172.5,66.5,39.7,1.0,25.7,32.7,70,30.8,507
1219,F,159.5,43.1,26.9,20.7,42.0,35.0,62,40.1,449
1220,F,159.4,59.2,23.9,59.8,98.6,116.6,71,28.2,525
1221,F,162.0,58.6,17.1,29.5,72.9,79.8,57,52.4,425
1222,M,186.1,99.4,13.3,121.3,165.4,184.7,71,39.8,464
1223,F,155.7,51.1,25.8,54.9,81.7,87.0,65,30.7,483
1224,M,163.9,73.5,11.4,110.4,132.2,157.8,69,58.4,414
1225,M,191.2,96.0,16.1,77.7,102.9,134.2,69,49.2,454
1226,M,177.8,92.5,17.8,99.1,140.0,171.1,62,40.2,476
1227,M,178.0,86.9,14.4,115.2,139.3,169.0,69,46.3,478
1228,M,174.8,80.3,14.9,80.4,107.6,123.9,60,53.4,457
1229,F,169.3,67.4,31.0,64.9,82.5,95.1,72,27.8,486
1230,M,171.3,72.0,15.1,104.0,123.0,154.8,68,43.7,484
1231,M,171.7,77.9,21.7,85.2,97.8,119.8,72,39.0,518
1232,F,161.2,56.4,30.1,18.9,34.5,50.0,65,46.1,450
1233,M,166.6,62.6,17.7,64.5,75.5,91.4,69,50.6,483
1234,M,177.6,81.3,10.1,105.6,114.5,141.5,65,65.3,406
1235,F,160.7,56.3,29.6,50.8,79.8,97.2,66,38.9,489
1236,F,158.6,62.0,24.3,27.7,42.3,58.5,75,37.8,484
1237,F,159.9,53.2,29.1,41.1,63.9,93.0,75,28.7,528
1238,M,171.8,70.9,18.6,94.4,129.3,147.8,77,39.9,543
1239,M,171.0,68.9,19.9,94.6,137.2,160.9,77,38.4,520
1240,F,162.8,66.2,25.5,72.2,105.4,128.5,75,36.0,508
1241,F,159.0,60.3,25.0,61.1,92.1,120.6,60,54.9,472
1242,M,172.5,73.0,16.7,61.8,80.2,109.7,66,46.5,480
1243,F,163.1,68.5,26.0,66.7,107.2,142.6,70,29.6,511
1244,F,159.6,55.1,22.6,29.3,51.3,74.3,61,46.3,411
1245,M,177.2,78.4,14.8,117.4,157.6,180.4,58,56.9,457
1246,M,168.5,63.1,6.4,86.1,116.7,132.2,57,59.5,410
1247,M,183.8,88.1,23.5,87.9,111.2,149.0,69,49.7,505
1248,F,157.3,40.0,35.6,7.7,29.8,27.2,66,34.3,521
1249,M,177.9,82.9,8.3,100.3,112.4,119.2,54,63.0,361
1250,F,154.6,53.1,34.0,21.9,24.5,33.3,65,36.5,484
1251,M,176.4,84.8,17.5,113.5,139.4,168.7,71,39.9,521
1252,F,168.4,73.9,26.3,78.5,119.8,134.9,60,37.6,421
1253,M,180.8,82.7,17.2,79.1,102.3,128.5,64,55.2,447
1254,F,161.6,70.5,34.8,58.5,92.2,102.7,79,38.1,524
1255,M,181.0,83.7,13.9,81.0,106.1,120.2,72,50.9,460
1256,F,162.2,62.0,29.2,33.3,61.7,78.8,59,38.7,480
1257,F,154.5,50.3,27.1,52.9,69.6,88.3,75,25.5,557
1258,M,179.8,84.0,14.5,88.2,107.3,132.2,63,55.9,480
1259,F,160.4,63.8,34.0,67.2,102.4,128.0,76,26.9,577
1260,M,185.0,93.9,21.7,86.9,111.5,140.7,75,36.6,512
1261,F,159.5,57.4,30.2,70.2,83.2,114.2,72,31.7,516
1262,M,180.4,89.8,14.6,105.1,131.2,143.5,60,55.4,438
1263,F,163.3,61.5,27.7,66.5,89.8,105.8,67,35.9,481
1264,F,166.8,67.3,30.6,38.2,68.3,78.2,76,33.5,528
1265,F,159.5,62.5,27.5,39.5,65.1,75.0,70,34.8,509
1266,M,185.3,88.8,18.1,104.1,126.2,151.8,71,32.1,518
1267,M,170.4,63.8,9.9,66.0,78.8,120.4,60,52.4,466
1268,F,155.6,47.8,24.3,52.0,78.2,93.7,62,44.5,457
1269,M,167.4,71.9,14.1,107.3,127.8,153.0,67,50.5,443
1270,F,167.9,61.3,25.5,60.6,92.3,108.0,64,32.4,499
1271,M,179.6,94.3,13.5,127.0,159.9,204.4,66,54.0,505
1272,M,182.7,93.6,20.8,133.4,150.5,207.2,78,28.1,575
1273,F,159.6,53.0,28.3,35.2,63.3,66.9,62,39.0,457
1274,M,177.8,79.6,3.1,101.2,124.2,152.8,48,72.0,341
1275,M,182.7,84.0,16.6,89.6,102.0,131.3,70,49.5,481
1276,M,186.0,95.8,16.8,88.5,141.1,156.5,68,53.3,473
1277,F,169.1,74.8,28.6,41.6,64.1,70.5,69,43.6,440
1278,F,163.6,75.1,22.8,76.7,111.4,125.4,59,52.4,403
1279,F,161.8,63.8,26.2,52.6,77.3,93.4,65,42.0,457
1280,M,183.1,93.0,29.0,96.5,125.1,148.5,76,25.5,570
1281,M,170.9,86.7,11.1,114.5,143.6,176.2,65,51.5,453
1282,M,174.7,76.1,16.6,51.2,66.9,69.9,51,71.2,344
1283,M,178.8,73.5,15.6,56.1,75.6,79.5,67,56.2,436
1284,M,173.3,79.3,22.9,108.0,134.5,175.5,75,37.7,519
1285,M,176.6,82.0,14.8,96.1,126.6,137.6,72,49.4,420
1286,M,169.2,74.6,20.0,95.0,120.3,143.3,72,42.3,522
1287,F,169.2,62.1,30.3,22.1,37.8,47.5,58,45.1,428
1288,M,181.7,86.4,15.7,97.1,112.2,161.0,75,33.8,507
1289,M,185.1,105.2,9.0,136.1,178.9,203.1,67,45.4,447
1290,M,165.4,72.3,16.2,111.3,134.2,154.2,69,44.1,496
1291,M,186.5,103.2,17.8,105.5,139.6,161.7,73,40.7,465
1292,F,155.0,46.5,30.3,27.9,56.5,63.3,57,43.9,435
1293,F,156.0,45.8,26.6,34.3,66.5,73.6,69,33.2,498
1294,F,159.3,49.2,37.3,-0.6,10.2,24.3,64,34.9,503
1295,M,185.9,91.7,16.9,111.6,135.1,155.4,73,40.9,507
1296,M,179.4,90.2,18.5,117.3,138.1,173.6,80,39.1,543
1297,F,162.1,52.7,34.0,13.0,35.0,34.8,76,25.5,526
1298,F,156.3,54.2,27.3,33.3,43.9,56.9,70,37.6,466
1299,M,168.7,73.8,16.2,67.5,89.7,108.9,61,57.4,434
1300,M,184.6,85.0,19.4,74.5,97.1,124.3,74,40.4,493
1301,F,167.4,65.2,19.7,53.7,79.9,102.3,58,43.8,416
1302,F,169.8,60.9,34.7,-0.8,31.9,33.6,76,27.7,559
1303,M,180.2,95.5,15.2,91.3,128.0,172.0,63,45.9,471
1304,M,164.1,63.8,13.9,103.0,117.6,132.5,64,39.4,532
1305,F,156.2,45.3,25.6,37.2,58.9,70.4,66,44.2,429
1306,F,165.1,63.0,29.2,-0.9,11.1,16.1,53,54.7,384
1307,M,177.0,75.9,26.0,80.5,91.5,116.3,71,34.3,526
1308,M,180.4,78.4,16.7,117.3,145.2,189.2,70,38.4,482
1309,F,154.6,39.4,25.7,-16.9,-10.1,-0.9,59,43.7,461
1310,F,173.2,67.0,35.7,45.8,68.0,71.5,79,19.3,571
1311,F,161.8,60.2,30.7,19.7,37.0,55.9,66,46.9,444
1312,M,181.3,87.9,8.0,111.9,144.8,177.8,59,59.4,423
1313,M,172.4,75.5,15.8,80.2,96.5,116.4,71,52.3,465
1314,F,163.5,62.8,27.1,55.4,78.4,95.1,60,39.7,469
1315,M,173.3,79.0,15.9,99.3,134.7,159.2,49,64.9,439
1316,M,177.4,89.5,6.2,128.8,171.0,199.1,57,59.2,412
1317,M,167.3,61.5,18.4,75.2,96.3,131.2,67,45.7,477
1318,M,169.3,71.9,17.4,92.3,116.3,148.0,64,47.4,496
1319,F,156.3,55.3,34.2,23.1,35.9,23.0,76,27.1,523
1320,M,191.1,111.6,16.0,127.0,153.0,195.2,56,50.6,457
1321,F,153.1,40.0,32.8,23.5,50.7,48.4,76,21.5,571
1322,F,154.8,51.7,30.8,21.4,50.6,64.8,73,39.3,529
1323,M,178.3,84.7,15.9,108.2,117.1,148.4,68,54.8,456
1324,F,171.7,64.6,29.2,16.5,39.8,42.0,72,32.8,510
1325,M,177.4,80.8,18.3,94.5,134.9,154.3,65,50.1,462
1326,F,166.3,72.5,20.0,66.9,84.9,121.8,53,59.5,385
1327,M,178.7,86.5,15.1,95.0,131.8,154.7,70,49.4,474
1328,F,163.6,49.4,32.8,13.0,34.9,40.9,69,31.5,519
1329,M,181.2,83.6,13.2,85.3,115.4,134.4,57,54.8,426
1330,F,159.0,51.6,28.5,62.9,84.8,102.0,70,34.7,482
1331,M,182.1,86.4,17.2,65.0,77.5,77.2,68,58.6,430
1332,M,169.2,67.8,16.5,66.5,89.5,111.2,73,49.0,450
1333,M,181.5,89.1,14.1,107.8,142.0,177.3,59,49.8,509
1334,M,179.9,85.7,24.0,96.5,126.9,152.6,85,28.2,604
1335,M,176.3,79.3,17.9,102.7,128.6,155.2,75,32.0,562
1336,M,170.5,78.1,17.5,119.6,162.3,194.3,86,30.6,527
1337,F,155.2,50.3,23.6,45.2,92.9,100.5,61,37.2,473
1338,M,186.7,96.6,18.0,118.2,138.0,169.9,72,30.4,541
1339,M,176.3,88.5,13.5,149.2,187.2,227.9,60,63.4,397
1340,F,165.6,54.5,32.4,42.5,61.5,83.0,66,36.2,503
1341,F,156.2,53.6,31.8,28.2,42.7,40.4,69,30.1,506
1342,M,176.3,88.2,19.5,102.6,124.1,152.7,77,43.1,518
1343,M,173.8,72.8,15.7,98.0,114.9,153.0,69,59.0,452
1344,M,177.2,84.0,20.4,87.1,114.4,138.4,70,38.6,503
1345,F,160.7,61.2,33.0,29.9,48.2,65.8,80,25.8,512
1346,F,161.5,70.9,17.8,95.0,129.9,147.6,55,46.4,422
1347,F,159.2,58.9,28.0,55.2,68.4,96.4,63,35.4,460
1348,F,161.8,56.3,33.9,29.1,49.5,68.2,80,34.8,477
1349,F,163.2,66.0,28.4,58.7,88.6,118.6,66,42.4,449
1350,F,159.7,59.3,28.2,47.4,66.1,66.3,65,35.8,479
1351,F,161.9,55.7,31.6,37.6,64.2,71.9,66,37.5,438
1352,F,174.1,73.7,28.8,60.0,90.3,114.0,76,37.1,531
1353,F,157.1,52.2,30.6,18.9,28.4,38.9,57,47.2,418
1354,F,168.5,71.3,27.1,58.2,81.3,86.9,76,30.3,503
1355,M,174.0,74.9,3.6,122.2,166.9,193.6,55,61.6,422
1356,M,185.6,88.6,19.5,110.3,136.1,156.4,66,50.9,446
1357,M,179.2,90.8,15.6,99.7,104.5,142.1,59,54.6,444
1358,M,174.1,73.7,16.4,84.4,109.1,130.1,60,53.5,452
1359,F,154.9,46.8,26.6,30.6,56.9,69.0,62,43.9,473
1360,F,153.8,51.5,29.1,23.7,54.9,63.0,69,38.6,518
1361,M,174.4,77.0,11.6,95.2,117.4,130.1,63,55.0,433
1362,M,181.3,94.2,9.9,112.8,145.7,175.1,60,59.9,371
1363,M,172.9,74.7,20.6,49.0,73.9,92.9,65,44.6,515
1364,F,162.5,60.6,20.7,63.2,94.9,107.7,65,39.2,455
1365,F,154.8,47.8,36.9,36.5,58.4,59.5,70,35.9,567
1366,M,178.9,89.4,15.2,107.8,126.9,161.6,69,44.9,475
1367,M,170.3,72.8,16.4,64.5,82.2,110.1,57,63.1,395
1368,F,161.3,70.5,27.2,70.8,108.7,127.7,78,20.6,540
1369,F,157.1,57.8,29.0,67.9,104.2,130.4,78,28.2,531
1370,F,156.5,58.7,25.2,64.3,95.7,121.3,56,46.6,450
1371,M,174.3,74.2,18.6,65.0,81.3,104.2,67,57.0,446
1372,M,175.5,78.0,8.1,109.2,126.2,159.0,61,62.2,400
1373,F,155.4,52.6,30.0,52.4,74.5,95.1,76,28.4,501
1374,M,182.5,87.5,21.5,60.4,85.5,104.1,69,48.2,494
1375,F,159.7,56.8,29.5,45.2,75.0,78.2,72,26.3,498
1376,F,154.4,44.9,23.7,44.6,74.5,77.5,61,35.3,475
1377,M,171.7,75.3,19.3,103.4,134.5,159.8,77,32.9,531
1378,M,181.3,89.5,13.0,101.0,116.6,161.5,58,45.7,457
1379,F,158.3,57.0,25.7,48.4,68.5,98.8,70,39.0,462
1380,F,168.2,79.4,30.5,77.6,112.1,142.9,68,38.3,506
1381,M,174.7,81.9,17.7,129.7,144.3,180.7,70,39.0,527
1382,F,164.4,56.3,34.3,-3.5,1.8,0.6,71,26.9,542
1383,M,183.7,92.5,18.5,98.3,126.1,143.2,58,56.3,452
1384,F,164.5,66.0,32.0,40.9,72.8,72.3,78,28.5,551
1385,F,154.9,39.5,32.3,-0.3,13.8,28.1,67,39.2,477
1386,M,170.7,75.2,5.8,92.1,112.7,145.2,59,66.1,376
1387,F,168.2,72.9,20.3,75.2,101.6,142.9,52,52.2,438
1388,F,154.5,50.9,38.0,12.8,38.1,47.3,83,23.5,565
1389,F,165.5,62.5,25.3,58.0,88.1,109.3,70,30.6,487
1390,M,176.8,74.0,16.9,80.4,100.7,111.6,69,51.4,469
1391,F,165.1,59.1,31.4,20.9,51.7,77.6,58,34.0,499
1392,F,159.8,56.4,27.3,64.5,99.8,131.2,78,22.6,556
1393,M,174.1,76.2,12.3,87.9,113.4,133.0,66,44.8,485
1394,M,171.9,76.4,17.1,102.6,118.3,154.0,67,48.3,461
1395,F,164.2,57.8,32.2,4.1,28.2,28.7,56,54.6,395
1396,F,166.2,65.3,24.8,86.3,120.2,138.8,66,38.3,475
1397,M,183.4,92.2,14.0,105.9,135.6,159.0,56,55.7,430
1398,F,157.5,54.9,30.7,38.2,62.9,79.9,71,24.9,567
1399,M,173.1,74.9,22.8,97.1,132.3,154.9,75,36.3,522
1400,F,164.6,61.5,27.0,17.6,33.9,46.5,69,45.7,467
1401,M,174.7,83.0,14.1,119.6,140.6,175.5,66,51.9,424
1402,M,184.6,88.8,19.6,90.4,113.0,134.2,74,40.9,470
1403,F,160.5,59.7,29.0,43.7,75.5,85.6,65,35.1,465
1404,F,161.5,54.9,34.7,33.6,53.4,69.0,85,24.5,548
1405,M,182.2,87.8,19.8,90.6,109.0,136.4,72,49.4,499
1406,F,159.8,58.8,26.5,56.3,91.7,97.2,66,36.6,496
1407,F,156.4,50.1,31.0,51.3,66.8,77.4,65,33.7,488
1408,F,158.7,57.0,24.7,57.2,81.2,95.4,70,36.3,495
1409,M,181.8,89.6,17.9,100.3,128.1,152.8,69,37.4,482
1410,M,180.3,86.4,19.9,107.0,128.2,160.2,80,43.3,476
1411,F,155.2,48.9,26.2,27.6,41.9,71.9,55,44.1,444
1412,F,165.5,66.5,23.3,88.4,123.1,161.2,66,35.7,478
1413,M,178.4,72.8,25.8,62.7,88.4,89.5,72,38.0,540
1414,M,173.6,82.8,16.3,110.7,143.7,198.2,68,50.3,475
1415,M,172.9,78.5,14.8,114.8,149.3,178.6,80,32.9,554
1416,M,177.7,84.7,23.3,77.3,95.7,134.5,74,38.3,539
1417,F,154.4,50.0,19.3,84.6,124.0,138.1,60,46.5,413
1418,M,175.9,85.5,15.9,114.5,138.9,174.2,72,51.4,471
1419,F,165.3,70.1,19.7,71.2,92.1,121.5,50,50.7,398
1420,F,168.0,70.8,29.0,50.2,77.8,84.8,71,33.2,503
1421,M,182.7,85.0,12.0,88.8,132.4,154.0,69,45.4,462
1422,F,159.8,51.2,23.5,30.1,63.2,68.2,61,39.9,412
1423,M,184.3,102.8,25.4,110.3,136.5,163.4,85,24.4,580
1424,M,173.3,79.9,19.4,124.6,131.0,174.7,67,46.6,458
1425,M,180.3,91.1,16.5,99.3,134.0,148.1,58,48.0,451
1426,M,177.0,88.2,10.8,78.9,95.5,116.9,64,57.2,403
1427,M,174.8,75.5,11.9,107.9,131.1,156.1,67,57.3,420
1428,F,164.0,65.5,26.8,67.5,91.9,122.1,69,27.8,528
1429,M,172.1,79.8,14.1,111.0,142.6,162.4,58,62.8,407
1430,M,182.2,90.2,16.5,122.3,141.9,170.6,76,45.7,546
1431,F,152.7,42.4,32.6,34.7,44.9,72.9,75,31.8,518
1432,F,166.5,58.2,31.1,30.6,47.2,71.5,69,40.3,499
1433,M,176.3,80.0,21.1,74.8,91.2,105.6,71,47.8,470
1434,M,185.3,88.7,11.0,66.4,87.0,114.2,60,59.1,417
1435,M,178.8,88.0,13.8,99.0,123.4,151.7,61,49.3,460
1436,M,186.3,94.5,18.0,96.5,114.7,140.5,65,52.4,477
1437,M,178.8,84.7,13.4,88.9,111.0,137.7,67,52.3,420
1438,F,161.8,50.7,31.1,-11.5,-4.9,-5.3,64,41.9,414
1439,M,181.7,82.0,16.4,73.5,85.2,118.3,64,51.8,434
1440,M,183.3,86.8,11.8,119.2,140.2,184.4,57,57.5,403
1441,F,164.9,63.7,29.5,34.2,57.4,70.4,69,40.4,471
1442,M,165.3,69.8,16.0,88.2,115.9,139.0,63,48.3,439
1443,M,172.4,72.2,17.3,67.3,79.0,90.2,66,59.5,433
1444,F,172.2,74.2,21.3,77.2,117.4,141.7,65,33.1,473
1445,M,168.3,69.5,13.5,81.3,98.5,129.5,64,46.9,435
1446,M,183.8,95.4,6.3,106.6,132.0,161.8,58,63.0,404
1447,M,184.0,98.1,8.4,146.9,185.7,229.4,59,57.3,425
1448,F,159.5,59.6,26.7,68.1,103.2,125.0,69,30.8,484
1449,F,156.0,43.1,34.2,34.0,43.9,68.7,66,26.6,525
1450,M,177.0,76.3,13.7,84.0,98.4,123.6,61,59.6,396
1451,M,189.2,96.3,13.1,106.7,119.5,145.1,67,53.6,415
1452,M,172.8,79.4,14.2,100.6,119.0,144.2,66,50.5,457
1453,M,174.8,75.7,11.1,89.4,115.6,136.8,63,51.2,454
1454,F,158.4,49.6,26.6,30.1,55.2,66.0,65,39.9,450
1455,F,168.1,79.3,18.9,81.7,108.9,130.2,63,36.4,488
1456,M,175.3,81.6,18.0,91.7,121.8,125.9,64,48.2,490
1457,M,172.5,78.5,9.7,143.4,171.2,198.5,65,52.9,485
1458,F,169.4,70.0,26.8,50.3,88.2,108.7,73,35.8,482
1459,M,177.9,91.0,10.1,135.4,165.9,202.3,69,49.2,482
1460,M,172.5,77.3,10.2,97.3,118.6,140.2,61,61.6,415
1461,F,151.0,48.8,25.4,50.2,82.4,102.3,64,49.4,424
1462,M,185.5,92.4,9.5,88.3,108.2,130.3,64,60.8,445
1463,M,180.4,80.7,19.6,69.3,92.3,122.6,64,47.3,490
1464,M,170.4,71.6,9.6,97.2,124.6,147.9,70,56.7,451
1465,F,156.7,49.1,20.8,56.9,83.4,118.1,68,42.2,452
1466,F,159.1,51.0,34.5,41.3,62.9,94.0,79,22.4,547
1467,M,172.8,69.8,18.9,64.6,81.4,101.7,61,58.7,437
1468,F,151.5,38.9,29.5,9.8,31.8,29.4,60,36.7,504
1469,M,171.8,70.9,11.1,63.9,75.6,98.3,53,63.9,401
1470,F,158.5,48.4,27.3,5.4,22.3,17.2,55,42.9,435
1471,M,175.4,81.3,12.6,108.4,123.1,152.5,69,47.1,466
1472,M,187.6,104.3,10.0,122.6,149.3,190.1,60,53.8,439
1473,F,161.9,56.2,28.5,37.6,71.5,74.5,67,43.4,488
1474,M,176.7,76.6,29.2,42.1,67.5,72.1,77,37.7,511
1475,F,166.7,70.8,33.6,46.5,73.6,86.3,81,18.2,558
1476,M,176.4,81.5,23.3,82.8,108.1,127.0,72,41.9,534
1477,M,180.0,93.5,13.9,132.5,168.2,204.0,62,46.3,503
1478,M,177.4,78.1,22.0,60.2,84.6,99.7,75,33.6,574
1479,M,178.1,81.7,21.0,90.0,110.2,140.8,70,36.8,531
1480,M,196.1,110.9,13.1,146.8,176.6,224.8,64,47.8,502
1481,M,180.8,94.2,19.1,102.9,133.7,166.6,69,52.2,488
1482,M,173.5,79.0,20.8,104.0,129.8,133.3,69,39.3,498
1483,F,162.9,64.3,28.8,35.6,59.4,82.8,64,33.7,470
1484,F,153.6,57.1,25.3,44.7,78.2,114.6,52,48.6,415
1485,M,181.3,86.9,10.7,115.3,150.5,172.1,57,57.6,418
1486,M,170.0,72.0,21.6,71.7,89.6,94.2,71,48.0,478
1487,M,173.1,77.8,14.6,113.1,137.6,181.3,65,45.6,487
1488,M,181.7,83.0,22.5,57.7,97.5,96.5,69,53.9,507
1489,M,183.5,91.9,21.7,101.9,133.4,164.9,73,40.4,521
1490,M,181.2,85.7,18.7,102.8,128.8,145.4,71,41.6,491
1491,F,164.5,61.3,26.4,38.3,69.9,87.1,66,45.2,465
1492,F,165.3,63.9,28.4,48.6,83.5,76.6,65,32.9,487
1493,M,178.5,85.0,22.6,84.3,98.9,123.3,77,37.8,534
1494,M,171.5,76.4,19.1,65.8,88.2,117.2,69,48.1,437
1495,M,183.7,89.4,16.1,87.3,120.6,135.4,66,56.2,452
1496,M,185.4,86.7,24.3,88.6,100.5,121.4,77,27.7,559
1497,M,180.6,86.0,16.2,94.9,132.0,160.1,69,50.8,486
1498,M,181.8,79.8,15.1,64.5,74.9,111.0,65,52.4,439
1499,M,187.5,97.8,12.7,119.0,134.0,168.1,60,49.4,451
1500,M,178.9,82.9,15.2,66.0,101.1,103.9,56,67.7,385
1501,F,164.6,60.8,24.1,42.9,60.9,65.8,67,47.6,458
1502,M,178.6,81.4,15.6,98.1,108.9,133.3,60,52.6,444
1503,F,158.2,63.3,18.4,69.9,95.2,129.8,57,55.1,392
1504,M,172.9,75.6,9.9,99.9,121.7,151.4,65,57.3,436
1505,M,182.4,86.8,14.4,83.2,120.0,145.8,69,50.0,492
1506,M,176.5,75.7,10.6,110.0,124.0,148.6,59,56.9,398
